fire_id,fire_name,fire_size,STAT_CAUSE_DESCR,latitude,longitude,state_code,disc_clean_date,cont_clean_date,Vegitation
42612,EAGLE ROCK,60,Debris Burning,44.1999,-120.6511,OR,10/12/1996,10/12/1996,15
42613,,1,Miscellaneous,30.54908559,-89.17289656,MS,5/8/1999,5/8/1999,12
42614,,1.8,Miscellaneous,31.60813183,-82.79524114,GA,9/13/2010,,12
42615,DEVILS KITCHEN MINE,116,Arson,37.0016667,-90.7663889,MO,10/27/2010,10/28/2010,0
42616,GREEN IC TAC 8,1.5,Debris Burning,38.24305555,-120.5488889,CA,12/3/2007,,0
42617,,5,Debris Burning,31.9742,-88.6247,MS,7/25/2000,,12
42618,,4,Debris Burning,36.81816667,-83.04816667,VA,11/15/2015,,0
42619,MARY FOSTER LEASE,30,Equipment Use,32.260064,-101.190176,TX,9/18/2011,,12
42620,,2,Debris Burning,33.0581,-80.6161,SC,2/17/1999,,16
42621,RAIL,1,Miscellaneous,26.33083333,-98.72361111,TX,3/20/2008,3/20/2008,12
42622,,5,Arson,33.71585,-86.735316,AL,8/24/2007,8/24/2007,16
42623,,1.5,Miscellaneous,46.28,-87.34,MI,4/20/2007,4/20/2007,9
42624,,1,Equipment Use,31.0186,-89.49,MS,3/18/2002,,12
42625,,5,Arson,35.904,-91.65433,AR,4/5/2007,,15
42626,FRENCH,4,Miscellaneous,40.702631,-122.64375,CA,10/1/2000,10/2/2000,15
42627,,45,Missing/Undefined,35.41833,-83.34708,NC,4/17/2007,,15
42628,,2,Children,32.22356317,-90.43521534,MS,2/3/1992,2/3/1992,12
42629,,12,Arson,31.00032189,-89.71055509,MS,1/4/1996,1/4/1996,12
42630,LATE CROPPER,2.2,Equipment Use,35.78066667,-80.69933333,NC,1/2/2012,1/2/2012,15
42631,POPEYE,1,Fireworks,47.6489,-101.8411,ND,7/1/2011,7/1/2011,15
42632,,60,Arson,34.0167,-80.0667,SC,3/5/1999,,16
42633,,1,Arson,40.88141,-72.91068,NY,4/7/2010,,15
42634,EVANS,1,Equipment Use,34.154645,-99.503903,TX,4/19/2014,,16
42635,,8,Railroad,35.4417,-79.5417,NC,3/23/1995,,15
42636,,1,Equipment Use,45.9814,-92.35928,WI,10/18/2010,,15
42637,ZIPP,11,Equipment Use,38.87611111,-121.1261111,CA,7/5/1996,,0
42638,COTTONWOOD,8,Lightning,63.5,-154.62,AK,7/4/2007,7/16/2007,0
42639,,4,Debris Burning,36.62857,-85.01079,KY,11/6/2008,11/6/2008,0
42640,WHERE IS THAT ROAD,2,Children,34.7333,-79.5167,NC,5/20/2000,,16
42641,,1,Debris Burning,33.8645,-85.3107,GA,4/8/1994,4/8/1994,16
42642,TABLE MOUNTAIN,33.3,Missing/Undefined,41.892,-109.01,WY,8/17/2011,8/18/2011,15
42643,,5,Lightning,36.1256,-94.6461,OK,7/23/2001,,0
42644,,5,Miscellaneous,37.80305556,-76.92777778,VA,6/22/2010,,0
42645,RIDING CLUB,1,Debris Burning,32.9265306,-96.4121248,TX,3/13/2011,,12
42646,,1,Equipment Use,33.70359001,-95.27269,TX,6/28/2005,,16
42647,,1,Debris Burning,32.95654312,-82.97908062,GA,2/29/2008,,12
42648,,70,Equipment Use,40.36440659,-99.16916656,NE,10/7/2006,10/7/2006,14
42649,,1,Debris Burning,32.72399998,-95.57299999,TX,5/20/2007,,12
42650,,7,Railroad,28.63,-81.71,FL,3/5/1995,,12
42651,,15,Arson,33.082522,-85.844007,AL,2/28/2010,,16
42652,UVAS AREA #6,1,Miscellaneous,37.13611111,-121.7411111,CA,9/12/1999,,0
42653,,2.21,Debris Burning,32.3549,-81.3656,GA,11/25/1993,11/25/1993,12
42654,,2.9,Debris Burning,31.5501,-84.1159,GA,3/19/1992,3/19/1992,12
42655,901072,1,Smoking,29.06424691,-96.98384826,TX,1/7/2009,,12
42656,,1,Missing/Undefined,34.7125,-81.2125,SC,2/28/1992,2/28/1992,16
42657,,8,Missing/Undefined,34.49166667,-82.35833333,SC,3/14/1992,3/14/1992,16
42658,BLUE BIRD,3.5,Miscellaneous,32.23852326,-112.9549889,AZ,6/11/2015,6/12/2015,12
42659,,1,Miscellaneous,33.58548999,-95.11166,TX,1/27/2006,,16
42660,RINGLING BROTHERS,50,Miscellaneous,32.16777778,-81.03972222,SC,4/4/2004,4/4/2004,12
42661,,30,Debris Burning,32.04,-88.3211,AL,10/9/2000,,12
42662,,30,Debris Burning,34.7097,-91.4614,AR,2/22/2000,,16
42663,ANTIOCH RD.,2,Miscellaneous,42.60164,-122.94324,OR,8/23/1998,8/23/1998,4
42664,,0.53,Debris Burning,31.7209,-82.1965,GA,9/26/1996,9/26/1996,12
42665,SWR-20141025-001,3.5,Miscellaneous,31.253633,-88.065481,AL,10/25/2014,10/25/2014,12
42666,ABLU,1.5,Smoking,33.3517,-110.4518,AZ,6/24/1997,6/24/1997,16
42667,025 MILITARY ROAD,2,Arson,31.65,-92.56666667,LA,7/6/1997,7/6/1997,12
42668,ROCK DAM FIRE,85,Lightning,46.26573,-88.20444,MI,8/10/2009,,9
42669,,2,Miscellaneous,36.1092,-91.9925,AR,8/24/1999,,0
42670,,1,Arson,32.43044,-100.3198,TX,12/30/2008,,12
42671,FY2002-BULLOCH-141,1.07,Debris Burning,32.355,-81.5478,GA,5/25/2002,5/25/2002,12
42672,34,8,Arson,34.0168,-94.8336,OK,1/17/1996,1/17/1996,16
42673,,0.52,Children,33.607,-84.0757,GA,7/10/1995,7/10/1995,16
42674,,2,Arson,39.625,-74.79583,NJ,5/5/1995,,0
42675,,2.5,Miscellaneous,40.85858116,-73.23640587,NY,7/4/2002,7/4/2002,15
42676,,4,Equipment Use,34.686382,-82.184097,SC,2/21/2011,2/21/2011,16
42677,PHRAGMITIES,22.4,Debris Burning,38.618,-75.909,MD,3/11/2014,3/11/2014,0
42678,,3,Railroad,35.06012,-92.72446,AR,12/8/2008,,15
42679,GREENLAND GULCH,1,Lightning,43.785,-115.8883333,ID,9/14/1997,9/14/1997,9
42680,,2,Missing/Undefined,34.50833333,-80.14166667,SC,3/3/1994,3/3/1994,16
42681,CONTROLLED BURN,1,Debris Burning,33.433733,-97.760468,TX,3/29/2014,,16
42682,CHAIRMAKER BRANCH,2,Debris Burning,35.0833,-83.7,NC,4/16/2002,,15
42683,FY2012-DOUGLAS-004,6,Smoking,33.76293238,-84.60186365,GA,3/6/2012,3/6/2012,16
42684,,35,Campfire,38.26,-97.69,KS,7/11/2003,,0
42685,CROOKED RD(64),1,Lightning,29.2159,-81.5007,FL,9/4/2013,9/4/2013,12
42686,,6,Debris Burning,31.10725,-87.3862,AL,2/16/1996,,12
42687,CREEK CROSSING,1,Equipment Use,35.589213,-101.391814,TX,1/25/2011,,15
42688,,1,Miscellaneous,44.64953331,-74.92835927,NY,4/2/2010,,15
42689,ROOSTER TAIL,8,Arson,33.28333333,-79.83333333,SC,4/20/2002,4/25/2002,16
42690,,2,Children,33.67732,-78.9895,SC,3/28/2008,,16
42691,JUHNKE,30,Equipment Use,43.8247,-100.309,SD,8/20/2012,,9
42692,,2,Miscellaneous,32.375,-81.1208,SC,3/5/1997,,12
42693,SCO8168464,1,Lightning,35.01005,-94.21165,AR,9/11/2014,9/11/2014,15
42694,SNEAKER,5,Miscellaneous,37.73,-121.6311111,CA,9/14/1992,,0
42695,CORRAL CREEK,1595,Missing/Undefined,46.015749,-116.903901,ID,9/30/2001,,9
42696,PEACH TRIANGLE,1.5,Miscellaneous,37.38194444,-120.7130556,CA,8/9/1995,,0
42697,LOLETA FIRE,1.31,Powerline,41.4241,-79.10545,PA,5/2/2015,5/2/2015,15
42698,FY2012-BEN HILL-001,0.7,Debris Burning,31.80153829,-83.22808073,GA,7/1/2011,7/1/2011,12
42699,,3,Arson,35.3466667,-85.565,TN,11/9/2005,11/9/2005,15
42700,HIGH HILL,1,Miscellaneous,29.7202366,-96.9281893,TX,9/1/2013,,12
42701,,7,Missing/Undefined,43.3208,-98.398,SD,11/8/2006,,9
42702,,0.79,Debris Burning,32.2351,-81.852,GA,2/17/1996,2/17/1996,12
42703,,3,Arson,34.163002,-79.401199,SC,7/4/2011,7/4/2011,16
42704,,1,Miscellaneous,32.33101001,-94.10311998,TX,9/6/2005,,12
42705,,530,Debris Burning,44.0166,-100.3381,SD,4/16/2009,,15
42706,FORSTAD,1,Equipment Use,36.31888888,-120.7188889,CA,7/2/1996,,0
42707,FERNANDO,5,Lightning,36.35333333,-105.45,NM,6/16/2005,6/19/2005,0
42708,36/SONIC FIRE,1.3,Arson,26.6822,-81.6588,FL,4/14/2011,4/14/2011,12
42709,,1.5,Debris Burning,31.01868,-87.79332,AL,3/20/1994,,12
42710,,4,Debris Burning,35.75164,-78.87565,NC,4/16/2005,,15
42711,,1.06,Miscellaneous,42.28725451,-76.40214482,NY,4/17/2008,4/17/2008,9
42712,,2,Miscellaneous,32.26116,-99.82287,TX,8/10/2008,,12
42713,,1,Arson,32.42924998,-94.78337998,TX,6/9/2006,,12
42714,HOMESTEAD,1.5,Lightning,37.99444444,-111.3519444,UT,8/4/2000,8/4/2000,0
42715,,3,Debris Burning,31.08125,-94.96875,TX,9/23/1994,,12
42716,FY2015-HARRIS-013,0.78,Debris Burning,32.72861111,-84.90108611,GA,2/15/2015,2/15/2015,12
42717,,84,Arson,33.4235,-91.8342,AR,8/8/2012,8/8/2012,16
42718,5426 BERRY BRANCH,1,Debris Burning,38.32245915,-82.25533777,WV,2/28/2006,,0
42719,,2,Missing/Undefined,33.47313,-93.49395,AR,9/7/2013,,16
42720,,15,Children,33.55439999,-96.82281998,TX,12/27/2005,,16
42721,30486,4,Debris Burning,35.88916667,-94.81027778,OK,12/24/2012,12/24/2012,15
42722,COTTONWOOD FIRE,162.5,Missing/Undefined,42.759103,-110.174797,WY,5/3/2011,5/3/2011,4
42723,,0.68,Miscellaneous,31.90115866,-84.29187843,GA,2/24/2007,,12
42724,FY2001-TATTNALL-001,4.05,Debris Burning,32.0123,-82.0346,GA,7/6/2000,7/6/2000,12
42725,,4,Debris Burning,33.99007,-86.15794,AL,3/16/1994,,16
42726,,31,Arson,34.5117,-79.7092,SC,1/16/2000,,16
42727,MS0    0909-3330307004,1,Missing/Undefined,31.435869,-89.605583,MS,3/7/2009,,12
42728,LAMB SPRINGS,1,Lightning,37.0386,-112.6847,UT,8/17/2012,8/19/2012,0
42729,HWY 31,1,Debris Burning,32.3622246,-95.1433537,TX,8/6/2011,,12
42730,BYRD,5,Debris Burning,35.684533,-88.10782,TN,8/15/2007,8/15/2007,15
42731,,30,Missing/Undefined,44.346336,-116.074917,ID,7/21/1997,,15
42732,NEED MY SLEEP,167,Arson,34.6333,-79.3333,NC,2/27/2002,,16
42733,,40.4,Debris Burning,43.73089999,-103.2465,SD,2/27/2006,,9
42734,,15,Missing/Undefined,32.77931,-93.42695,LA,9/27/2015,9/27/2015,12
42735,,4.25,Smoking,41.09742831,-73.95172453,NY,7/7/2010,,15
42736,,2,Railroad,29.22,-83.01,FL,4/4/1993,,12
42737,2012151,1,Debris Burning,31.5699545,-100.5474571,TX,9/18/2012,,12
42738,,15,Debris Burning,32.97292,-94.70625,TX,5/30/1998,,12
42739,,1,Debris Burning,29.88894998,-98.62609001,TX,2/19/2007,,12
42740,CODY,2,Lightning,36.997,-106.9584,NM,8/2/2000,8/2/2000,0
42741,5100 ADVANCE ROAD,60,Powerline,32.945734,-97.927322,TX,12/20/2010,,12
42742,POWERHOUSE #2,5,Debris Burning,35.7667,-81.3833,NC,4/30/2002,,15
42743,,30,Arson,35.6683,-83.7517,TN,11/16/2001,,15
42744,,1,Missing/Undefined,39.35163773,-112.2121822,UT,10/2/2004,,0
42745,,3,Equipment Use,32.0832,-99.18727999,TX,8/21/2006,,12
42746,8 POINT,800,Arson,34.6348,-96.0017,OK,12/6/2005,12/6/2005,16
42747,ROTEN WOODWORKS,1.2,Missing/Undefined,36.519,-81.34083333,NC,2/17/2011,2/17/2011,0
42748,,3,Missing/Undefined,18.325354,-67.203011,PR,3/15/2011,,12
42749,BEAR CREEK,10,Arson,34.6144,-88.1844,MS,3/28/2014,3/28/2014,16
42750,,1,Miscellaneous,36.775,-78.525,VA,3/6/2002,,0
42751,,1,Debris Burning,37.44062202,-93.24600036,MO,8/17/1995,,0
42752,RAMSEY FORD ROAD,3,Debris Burning,34.1,-78.65833333,NC,9/17/2010,9/17/2010,16
42753,10090,2,Arson,34.25599999,-95.77833335,OK,4/29/2010,4/29/2010,16
42754,EL GUIQUE2,1.5,Miscellaneous,36.0717,-106.0775,NM,4/2/2005,4/2/2005,0
42755,WILLOW,2.5,Miscellaneous,33.74472222,-116.8558333,CA,7/7/2014,7/7/2014,16
42756,,2,Arson,31.6047,-86.8297,AL,5/18/2000,,12
42757,BASIN 1,2,Equipment Use,38.0603,-108.5448,CO,6/28/1999,6/28/1999,0
42758,,20,Campfire,33.51443,-92.41984,AR,11/23/2007,,16
42759,ARCHER,2.7,Missing/Undefined,43.7058,-111.8108,ID,7/5/2014,7/6/2014,9
42760,,10,Debris Burning,33.38000001,-94.32389002,TX,4/17/2005,,16
42761,WELL,8,Arson,38.30972222,-95.945,KS,2/13/2006,2/14/2006,0
42762,,1.29,Lightning,43.15089009,-77.44643977,NY,4/22/2007,4/22/2007,9
42763,CHICHARRA,5,Debris Burning,26.22788,-98.48167,TX,2/26/1998,2/26/1998,12
42764,,1,Arson,31.06875,-94.48124998,TX,2/10/2000,,12
42765,FY2013-CANDLER-007,7.04,Debris Burning,32.4775,-82.07130556,GA,10/28/2012,10/28/2012,12
42766,,1,Debris Burning,32.62278998,-102.915,TX,9/13/2006,,12
42767,CITY DUMP,5,Miscellaneous,32.08902,-96.429963,TX,10/14/2015,,12
42768,,1,Missing/Undefined,39.22376575,-121.0946579,CA,6/3/2009,,0
42769,YELLOW,84,Miscellaneous,38.6423,-122.650717,CA,5/1/2013,5/3/2013,0
42770,KENNETH SCHOENFIELD,20,Equipment Use,29.21226,-97.45246,TX,7/20/2009,,12
42771,,5,Equipment Use,33.035,-96.16486,TX,8/13/2008,,16
42772,,0.9,Debris Burning,46.32287495,-94.65311667,MN,8/3/2015,8/3/2015,9
42773,,5.5,Missing/Undefined,35.19857,-79.1265,NC,3/2/2008,,15
42774,GAGE,1,Miscellaneous,37.295,-120.315,CA,8/18/1997,,0
42775,,1,Railroad,26.78,-81.48,FL,5/1/1998,,12
42776,,2.5,Lightning,26.79639,-81.92611,FL,6/24/2009,,12
42777,PLEMMONS,1,Debris Burning,35.3333,-82.8833,NC,2/8/2001,,15
42778,,15,Arson,30.7592,-89.5672,MS,9/9/2005,,12
42779,RT 1496,28,Debris Burning,38.21585846,-82.80330658,KY,4/13/2013,4/13/2013,0
42780,JOHNSON VLLY RES,1,Lightning,38.60638889,-111.6241667,UT,6/2/2002,6/3/2002,0
42781,,500,Arson,38.0017,-82.5664,KY,11/15/1999,,0
42782,03-04-NW 62ND STREET FIRE -0708,10,Arson,29.9764,-82.148,FL,3/18/2011,3/19/2011,12
42783,,1.4,Debris Burning,33.12100551,-83.09241438,GA,4/5/2010,,16
42784,CLOSE ONE,43,Equipment Use,35.49446667,-78.11778333,NC,3/15/2012,3/15/2012,15
42785,,1,Debris Burning,34.07666667,-107.2416667,NM,4/27/1994,4/27/1994,16
42786,,4,Debris Burning,42.206275,-73.943536,NY,4/3/1992,,9
42787,PRISONER LAKE,5,Lightning,47.53333333,-113.1505556,MT,9/15/1999,9/15/1999,15
42788,,4,Debris Burning,30.67528,-84.60694,FL,3/7/2007,,12
42789,,1.11,Arson,33.7441,-83.9316,GA,5/4/1992,5/4/1992,16
42790,2015-4939,1,Children,35.167958,-101.85343,TX,3/29/2015,,15
42791,LITTLE BIG,4652,Lightning,42.6122,-115.65348,ID,8/6/1999,8/7/1999,4
42792,FY2013-DODGE-036,0.96,Debris Burning,32.10154167,-83.026175,GA,1/21/2013,1/21/2013,12
42793,,8,Debris Burning,37.38169,-90.26327,MO,2/16/2002,,0
42794,SQUAW PEAK,32,Arson,40.32,-111.6316667,UT,7/26/1995,7/26/1995,14
42795,ERHARDWPA,75.3,Miscellaneous,46.477779,-96.102603,MN,4/10/1994,4/10/1994,9
42796,MICHEL,23,Equipment Use,38.193681,-120.581142,CA,9/11/2012,,0
42797,NO FENCE,3,Arson,36.4836,-96.1714,OK,2/20/2009,2/20/2009,0
42798,,2,Miscellaneous,40.1779922,-74.0270745,NJ,2/25/2012,2/29/2012,14
42799,UPRR MP656,2,Railroad,41.4878,-106.47436,WY,7/8/2012,7/8/2012,15
42800,,100,Arson,28.16804999,-80.66777999,FL,3/27/2006,,12
42801,CONCENTRIC,2,Debris Burning,30.54805556,-89.11416667,MS,5/10/2006,5/12/2006,12
42802,30511A,60,Arson,35.709,-94.5091,OK,9/4/1998,9/4/1998,15
42803,FIRST RESPONSE,10,Miscellaneous,36.9667,-94.7833,OK,2/4/2009,2/4/2009,0
42804,,1,Debris Burning,34.1358,-82.4144,SC,1/16/1999,,16
42805,,2,Debris Burning,42.52446871,-74.45949193,NY,3/27/2009,3/27/2009,4
42806,FY2001-CHARLTON-015,0.77,Lightning,30.5724,-82.0403,GA,8/21/2000,8/21/2000,12
42807,,15,Campfire,35.0167,-82.9667,SC,2/9/2001,,15
42808,,5,Missing/Undefined,34.80469929,-95.20839676,OK,3/9/1996,3/9/1996,16
42809,,4,Miscellaneous,32.65770998,-94.79337997,TX,8/9/2006,,12
42810,,5,Arson,30.64103,-93.70209,TX,7/7/1998,,12
42811,WINDMILL,700,Miscellaneous,33.5473,-105.4866,NM,5/5/1998,5/6/1998,16
42812,WASH,0.6,Miscellaneous,32.114,-111.0431,AZ,4/25/2000,4/25/2000,12
42813,,1,Debris Burning,33.38024997,-93.94183001,AR,8/8/2003,,16
42814,,1,Miscellaneous,29.71861,-97.06861,TX,9/7/1993,,12
42815,FY2015-CHATTAHOOCHEE-005,1.9,Debris Burning,32.27377778,-84.75336111,GA,4/6/2015,4/6/2015,12
42816,,1,Missing/Undefined,39.20767,-104.91454,CO,4/6/1993,,0
42817,GRASS FIRE (LESLIE ZILLIG),25,Debris Burning,28.761565,-97.484393,TX,8/6/2012,,12
42818,MEMALOOSE,1,Arson,45.19444444,-122.2222222,OR,8/14/1997,8/15/1997,9
42819,,3,Railroad,33.10676,-81.5991,SC,10/1/2007,,16
42820,WALKING STICK,30,Miscellaneous,35.03,-83.15194444,NC,9/16/1999,9/16/1999,15
42821,,1.5,Lightning,33.87333333,-111.3566667,AZ,7/24/1994,7/25/1994,16
42822,,1.01,Debris Burning,34.1729,-84.8602,GA,4/18/1992,4/18/1992,16
42823,,4,Arson,33.728902,-86.57785,AL,2/13/2007,2/13/2007,16
42824,CHIMNEY,360,Lightning,32.8001,-110.4506,AZ,8/1/1993,8/1/1993,12
42825,,3.13,Equipment Use,33.02969625,-82.48816525,GA,5/31/2007,,16
42826,,3,Arson,32.77403002,-97.78910998,TX,1/8/2006,,12
42827,,1,Lightning,42.61732459,-73.67483777,NY,8/15/2002,8/15/2002,4
42828,8-MILE,3,Smoking,45.9363,-108.4776,MT,4/16/1994,4/16/1994,15
42829,ROLLOVER,12,Debris Burning,35.87391666,-81.3321,NC,3/20/2010,3/20/2010,15
42830,,1.7,Arson,31.006,-93.4852,LA,7/1/2008,,12
42831,,67,Arson,33.0064,-81.9295,GA,12/27/1995,12/28/1995,16
42832,,1.44,Children,32.53275263,-83.68158587,GA,2/6/2005,,12
42833,,0.7,Smoking,34.8,-79.7,SC,4/25/1999,,16
42834,,3,Debris Burning,44.00930006,-84.89922684,MI,4/20/1996,4/20/1996,15
42835,GLEANINGS RD. FIRE,2,Railroad,37.5402298,-85.52739716,KY,3/16/2013,3/16/2013,0
42836,LOVEJOY FIRE,1,Miscellaneous,31.703041,-102.060439,TX,6/14/2011,,12
42837,,1,Miscellaneous,36.3494,-91.3661,AR,9/18/1999,,0
42838,9/13/2011,12,Miscellaneous,30.36866,-96.45451,TX,9/13/2011,,12
42839,FY2015-CHARLTON-033,1.1,Arson,30.94047222,-82.02613889,GA,5/13/2015,5/13/2015,12
42840,,1.88,Miscellaneous,32.52168412,-83.6698869,GA,12/31/2008,,12
42841,,2,Debris Burning,41.5756543,-72.3320269,CT,3/30/2008,,15
42842,,1,Missing/Undefined,41.33741703,-112.1833118,UT,9/4/2007,,15
42843,,25.01,Railroad,34.1215,-84.7566,GA,3/4/1994,3/4/1994,16
42844,HANCOCK MT.,2,Equipment Use,43.65,-123.5035,OR,7/16/2006,7/16/2006,9
42845,1312,1,Debris Burning,32.97598,-94.974082,TX,10/15/2014,,12
42846,ATTAWAY,5,Debris Burning,33.049,-111.5028,AZ,7/21/2000,,16
42847,,12,Debris Burning,33.21108204,-81.96388817,GA,2/19/2004,,16
42848,LEBANON FIRE,4800,Equipment Use,45.1357,-99.9087,SD,4/1/2015,,9
42849,,1,Miscellaneous,35.2683,-78.9283,NC,4/19/1995,,15
42850,FY2011-BROOKS-045,20.18,Debris Burning,30.66940549,-83.62289997,GA,2/18/2011,2/18/2011,12
42851,FY2000-HART-027,1.96,Debris Burning,34.4295,-83.0231,GA,3/28/2000,3/28/2000,16
42852,,1.44,Debris Burning,33.7439,-83.2943,GA,1/31/1992,1/31/1992,16
42853,,8,Campfire,33.12344,-87.20332,AL,2/14/1996,,16
42854,,4,Miscellaneous,35.8933,-94.9586,OK,8/19/1998,,15
42855,CROSS RDS/ VILLAGE DRIVE,1.5,Arson,36.002083,-87.318983,TN,4/9/2010,4/9/2010,0
42856,,4,Miscellaneous,30.5028,-93.6642,LA,1/1/2000,,12
42857,,1,Debris Burning,31.88240998,-98.50395,TX,3/4/2006,,12
42858,HICKS CEMETERY,90,Debris Burning,37.5319,-82.864,KY,3/31/2015,4/1/2015,0
42859,CONTINENTAL DIVIDE,21,Missing/Undefined,41.70124,-107.84886,WY,9/4/2011,9/5/2011,15
42860,ICE CREAM,399,Miscellaneous,34.7595,-96.6053,OK,12/10/2004,12/10/2004,16
42861,TRAMPAS,5800,Lightning,35.8425,-105.6038889,NM,6/15/2002,7/30/2002,15
42862,LOCAL FIRE,2,Arson,33.60611111,-116.225,CA,7/3/2002,,16
42863,,1,Debris Burning,30.40741732,-89.39702631,MS,11/5/1999,11/5/1999,12
42864,,5,Campfire,36.1236,-95.1481,OK,11/23/2002,,0
42865,STUBBLE,30,Debris Burning,47.38333333,-117.5333333,WA,8/19/1995,8/19/1995,15
42866,,30,Arson,33.8936,-88.5539,MS,9/15/2000,,16
42867,,1.29,Arson,43.22762727,-77.55219142,NY,4/22/2008,4/22/2008,9
42868,,2,Miscellaneous,30.59,-81.77,FL,5/28/1994,,12
42869,,14.7,Arson,36.38,-85.505,TN,11/1/2000,,0
42870,,65,Debris Burning,37.89085,-82.88354,KY,4/26/2009,4/26/2009,0
42871,,10,Equipment Use,40.45,-74.96667,NJ,3/23/1995,,14
42872,,1,Arson,34.29651,-93.24603,AR,8/2/2010,,16
42873,,1,Debris Burning,36.79296,-85.1914,KY,3/5/2009,3/5/2009,0
42874,,1,Equipment Use,35.2483,-80.2983,NC,7/4/1993,,15
42875,GRAVINS,1,Miscellaneous,34.1703,-97.3725,OK,10/2/2006,10/2/2006,16
42876,,6,Arson,31.936988,-85.268546,AL,4/3/2004,4/3/2004,12
42877,,3,Debris Burning,34.27115249,-89.84496166,MS,1/19/1992,1/19/1992,16
42878,,100,Miscellaneous,37.69899606,-92.58535126,MO,3/14/1993,,0
42879,,5.06,Debris Burning,32.46518,-92.03436,LA,9/5/2013,,12
42880,,3,Miscellaneous,32.87,-93.9397,LA,12/1/1999,,12
42881,,1.5,Smoking,37.1467,-78.3617,VA,8/11/1999,,0
42882,,3,Debris Burning,34.37167998,-92.75001001,AR,3/2/2006,,16
42883,FY2002-MILLER-066,1.1,Arson,31.1046,-84.6346,GA,3/17/2002,3/17/2002,12
42884,,3,Debris Burning,34.690183,-85.591984,AL,8/7/2006,8/7/2006,16
42885,,10,Miscellaneous,31.29741447,-90.13183714,MS,1/11/1997,1/11/1997,12
42886,BELLINGHAM,0.75,Equipment Use,42.083212,-71.459251,MA,5/27/2015,5/27/2015,9
42887,3800 SODA SPRINGS,100,Debris Burning,32.69735992,-98.04960903,TX,1/25/2010,,12
42888,RED,1.4,Debris Burning,40.73138889,-123.0613889,CA,8/14/2013,8/15/2013,15
42889,8046,1,Debris Burning,30.70555,-95.21833333,TX,5/3/2014,5/3/2014,12
42890,,1,Children,34.206734,-80.450661,SC,5/12/2014,5/12/2014,16
42891,161 ST (04),1,Equipment Use,29.9418,-82.3236,FL,9/20/2011,9/20/2011,12
42892,,250,Miscellaneous,48.04782,-117.23278,WA,4/17/1997,,15
42893,FY2000-CHATHAM-020,1.5,Debris Burning,31.9435,-81.2289,GA,2/27/2000,2/27/2000,12
42894,STRAITFORK,1.5,Equipment Use,35.564,-83.3429,NC,11/5/2001,11/6/2001,15
42895,,15,Miscellaneous,36.83667,-83.06667,VA,3/18/1995,3/20/1995,0
42896,LINDEN - 399,1,Debris Burning,32.43626667,-94.25585,TX,8/11/2011,8/11/2011,12
42897,,2.09,Arson,34.5159,-85.34,GA,3/20/1995,3/20/1995,16
42898,COUGAR CREEK,1,Lightning,48.49416667,-120.0944444,WA,7/4/2006,7/5/2006,15
42899,,2,Arson,37.2903,-83.0978,KY,9/11/1998,,0
42900,,1,Debris Burning,31.66875002,-95.63957998,TX,8/24/2001,,12
42901,,15,Debris Burning,33.6169,-88.9417,MS,3/5/2002,,16
42902,,2,Smoking,33.2781,-79.9558,SC,1/14/2000,,16
42903,,1.26,Campfire,32.0981,-82.3371,GA,12/26/1995,12/26/1995,12
42904,,5,Debris Burning,31.88654615,-89.59189845,MS,3/14/1994,3/14/1994,12
42905,ATTA 1211,1,Equipment Use,33.34,-81.56944444,SC,12/11/2003,12/11/2003,16
42906,,35,Arson,30.4217,-87.9064,AL,3/16/1997,,12
42907,FY2015-PICKENS-002,12,Debris Burning,34.41229444,-84.47262222,GA,12/13/2014,12/13/2014,16
42908,,25,Debris Burning,30.52435998,-93.97292002,TX,1/30/2000,,12
42909,LIVINGSTON - 99,20,Debris Burning,30.57918333,-95.05431667,TX,3/2/2011,3/2/2011,12
42910,20033,15,Arson,34.75699997,-95.24439999,OK,1/14/2009,1/14/2009,16
42911,,8,Arson,34.63277628,-88.93218312,MS,4/15/1995,4/15/1995,16
42912,MOON,3,Lightning,35.32833333,-111.3883333,AZ,8/19/1998,8/31/1998,15
42913,,230,Railroad,36.5767,-84.1,TN,4/10/1997,,0
42914,,1,Debris Burning,45.491872,-92.929342,MN,4/16/1994,,9
42915,RL253,1,Arson,47.8636,-95.1255,MN,4/22/2006,4/22/2006,15
42916,A17-2,0.7,Miscellaneous,48.73333333,-102.1333333,ND,7/27/1992,7/27/1992,16
42917,,1,Debris Burning,26.23734,-98.10629,TX,6/1/2008,,12
42918,,1,Debris Burning,31.4860223,-84.94289349,GA,7/10/2006,,12
42919,HWY 11 CR 4711,1,Equipment Use,33.18175,-95.769839,TX,6/25/2009,,16
42920,,1,Campfire,45.965359,-92.485071,WI,5/29/1999,,15
42921,,2,Miscellaneous,37.885417,-120.49915,CA,6/2/2015,6/2/2015,0
42922,,6,Miscellaneous,31.8044,-92.7131,LA,7/11/2000,,12
42923,29W/KENSING,3,Powerline,30.832087,-99.402924,TX,8/8/2012,,12
42924,MARSHALL,1,Lightning,33.8103,-109.7231,AZ,5/12/2012,5/14/2012,16
42925,GRASS FIRE,1,Miscellaneous,30.8729661,-97.1249919,TX,5/3/2013,,12
42926,,15,Debris Burning,31.4175,-89.9319,MS,2/27/2007,,12
42927,A-FRAME,17,Arson,34.69666667,-89.12166667,MS,3/9/2003,3/9/2003,16
